strain,d_curvature_std_hips_w_backward_50th_medianDiff_all,d_path_curvature_body_IQR_medianDiff_all,d_path_curvature_body_abs_10th_medianDiff_all,d_path_curvature_body_abs_50th_medianDiff_all,d_path_curvature_body_norm_abs_10th_medianDiff_all,d_path_curvature_body_w_backward_10th_medianDiff_all,d_path_curvature_body_w_backward_90th_medianDiff_all,d_path_curvature_body_w_backward_IQR_medianDiff_all,d_path_curvature_body_w_backward_abs_10th_medianDiff_all,d_path_curvature_body_w_backward_abs_50th_medianDiff_all,d_path_curvature_body_w_backward_abs_90th_medianDiff_all,d_path_curvature_body_w_backward_abs_IQR_medianDiff_all,d_path_curvature_body_w_forward_abs_10th_medianDiff_all,d_path_curvature_head_IQR_medianDiff_all,d_path_curvature_head_abs_10th_medianDiff_all,d_path_curvature_head_abs_50th_medianDiff_all,d_path_curvature_head_abs_IQR_medianDiff_all,d_path_curvature_head_norm_abs_10th_medianDiff_all,d_path_curvature_head_w_backward_10th_medianDiff_all,d_path_curvature_head_w_backward_90th_medianDiff_all,d_path_curvature_head_w_backward_IQR_medianDiff_all,d_path_curvature_head_w_backward_abs_10th_medianDiff_all,d_path_curvature_head_w_backward_abs_50th_medianDiff_all,d_path_curvature_head_w_backward_abs_90th_medianDiff_all,d_path_curvature_head_w_backward_abs_IQR_medianDiff_all,d_path_curvature_head_w_forward_abs_10th_medianDiff_all,d_path_curvature_head_w_paused_10th_medianDiff_all,d_path_curvature_midbody_IQR_medianDiff_all,d_path_curvature_midbody_abs_10th_medianDiff_all,d_path_curvature_midbody_abs_50th_medianDiff_all,d_path_curvature_midbody_norm_abs_10th_medianDiff_all,d_path_curvature_midbody_w_backward_10th_medianDiff_all,d_path_curvature_midbody_w_backward_90th_medianDiff_all,d_path_curvature_midbody_w_backward_IQR_medianDiff_all,d_path_curvature_midbody_w_backward_abs_10th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_50th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_90th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_IQR_medianDiff_all,d_path_curvature_midbody_w_paused_IQR_medianDiff_all,d_path_curvature_tail_IQR_medianDiff_all,d_path_curvature_tail_abs_10th_medianDiff_all,d_path_curvature_tail_abs_50th_medianDiff_all,d_path_curvature_tail_norm_abs_10th_medianDiff_all,d_path_curvature_tail_w_backward_10th_medianDiff_all,d_path_curvature_tail_w_backward_90th_medianDiff_all,d_path_curvature_tail_w_backward_IQR_medianDiff_all,d_path_curvature_tail_w_backward_abs_10th_medianDiff_all,d_path_curvature_tail_w_backward_abs_50th_medianDiff_all,d_path_curvature_tail_w_backward_abs_90th_medianDiff_all,d_path_curvature_tail_w_backward_abs_IQR_medianDiff_all,d_path_curvature_tail_w_forward_abs_10th_medianDiff_all,path_curvature_body_10th_medianDiff_all,path_curvature_body_50th_medianDiff_all,path_curvature_body_abs_50th_medianDiff_all,path_curvature_body_abs_90th_medianDiff_all,path_curvature_body_w_backward_10th_medianDiff_all,path_curvature_body_w_backward_90th_medianDiff_all,path_curvature_body_w_backward_IQR_medianDiff_all,path_curvature_body_w_backward_abs_50th_medianDiff_all,path_curvature_body_w_backward_abs_90th_medianDiff_all,path_curvature_body_w_backward_abs_IQR_medianDiff_all,path_curvature_body_w_paused_50th_medianDiff_all,path_curvature_body_w_paused_abs_50th_medianDiff_all,path_curvature_head_10th_medianDiff_all,path_curvature_head_50th_medianDiff_all,path_curvature_head_abs_90th_medianDiff_all,path_curvature_head_w_backward_10th_medianDiff_all,path_curvature_head_w_backward_90th_medianDiff_all,path_curvature_head_w_backward_IQR_medianDiff_all,path_curvature_head_w_backward_abs_10th_medianDiff_all,path_curvature_head_w_backward_abs_50th_medianDiff_all,path_curvature_head_w_backward_abs_90th_medianDiff_all,path_curvature_head_w_backward_abs_IQR_medianDiff_all,path_curvature_head_w_paused_50th_medianDiff_all,path_curvature_head_w_paused_abs_50th_medianDiff_all,path_curvature_midbody_10th_medianDiff_all,path_curvature_midbody_50th_medianDiff_all,path_curvature_midbody_abs_50th_medianDiff_all,path_curvature_midbody_abs_90th_medianDiff_all,path_curvature_midbody_w_backward_10th_medianDiff_all,path_curvature_midbody_w_backward_90th_medianDiff_all,path_curvature_midbody_w_backward_IQR_medianDiff_all,path_curvature_midbody_w_backward_abs_50th_medianDiff_all,path_curvature_midbody_w_backward_abs_90th_medianDiff_all,path_curvature_midbody_w_backward_abs_IQR_medianDiff_all,path_curvature_midbody_w_paused_50th_medianDiff_all,path_curvature_midbody_w_paused_abs_50th_medianDiff_all,path_curvature_tail_10th_medianDiff_all,path_curvature_tail_50th_medianDiff_all,path_curvature_tail_abs_50th_medianDiff_all,path_curvature_tail_abs_90th_medianDiff_all,path_curvature_tail_w_backward_10th_medianDiff_all,path_curvature_tail_w_backward_90th_medianDiff_all,path_curvature_tail_w_backward_IQR_medianDiff_all,path_curvature_tail_w_backward_abs_50th_medianDiff_all,path_curvature_tail_w_backward_abs_90th_medianDiff_all,path_curvature_tail_w_backward_abs_IQR_medianDiff_all,path_curvature_tail_w_paused_10th_medianDiff_all,path_curvature_tail_w_paused_50th_medianDiff_all,path_curvature_tail_w_paused_abs_50th_medianDiff_all,path_curvature_tail_w_paused_abs_90th_medianDiff_all
JU1395,-6.3554e-05,-0.0006385,-9.9882e-05,-0.00031909,-0.02966,0.67699,-0.55952,-0.0083925,-0.00011911,-0.0041675,-1.3776,-0.21518,-1.349e-05,-0.0027383,-0.0008725,-0.0013636,-9.2064e-05,-0.35936,0.0056027,-0.022365,-0.0028609,-0.00060972,-0.0014419,-0.046207,-0.0066511,-0.00017698,0.034955,-0.0010559,-0.00020981,-0.00052741,-0.066503,0.63853,-0.68303,-0.0074097,-0.00021437,-0.0037255,-2.0009,-0.21886,-0.00018058,-0.001916,-0.00040199,-0.00095563,-0.14354,0.56955,-0.7323,-0.011494,-0.00043293,-0.0057097,-2.0382,-0.27327,-3.3683e-05,-9.223372036854776e+18,-0.00021911,0.00017134,9.223372036854776e+18,0.047964,-0.015819,-0.0011279,-0.00056177,-0.40064,-0.011372,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0011481,9.223372036854776e+18,0.0095363,-0.0025606,-0.0025428,-0.00019106,-0.0011901,-0.0088472,-0.0032357,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0005408,0.00046924,9.223372036854776e+18,0.031298,-0.019429,-0.0015064,-0.00074996,-0.35245,-0.0098747,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00088398,0.00049546,9.223372036854776e+18,0.026781,-0.062724,-0.0015423,-0.00075584,-0.40368,-0.017436,0,-9.223372036854776e+18,9.223372036854776e+18,0
JU1400,-9.3948e-05,-0.00029491,-8.2739e-05,-0.00014859,-0.0057209,0.08287,-0.12888,-0.0034336,-7.8296e-05,-0.0016639,-0.0042284,-0.041952,-2.5758e-05,-0.0033946,-0.00072351,-0.0016977,-0.00038654,-0.09763,0.018459,-0.009796,-0.0021639,-0.00042904,-0.0010759,-0.063197,-0.0069077,-0.00052574,0.013362,-0.00075364,-0.00015838,-0.00037631,-0.019698,0.078067,-0.23348,-0.0036283,-0.00013176,-0.0018384,-0.81735,-0.039654,-0.00080988,-0.00070675,-0.00035286,-0.00035341,-0.0883,0.11809,-0.073218,-0.0063535,-0.00022353,-0.0032692,-0.51311,-0.066852,-0.00010427,-0.26097,-6.4999e-05,0.00011002,1.2877,0.004081,-0.0042085,-0.00081047,-0.00042852,-0.051375,-0.0035146,-9.223372036854776e+18,9.223372036854776e+18,-0.063604,-0.00048821,0.19225,0.0028574,-0.0047793,-0.00063091,5.6427e-07,-0.00024207,-0.01413,-0.0024523,-9.223372036854776e+18,9.223372036854776e+18,-0.24821,-0.00016248,0.00033248,1.5242,-0.00040821,-0.0090443,-0.00098719,-0.00044955,-0.016538,-0.00076416,-9.223372036854776e+18,9.223372036854776e+18,-0.30476,-0.00016639,0.00040236,1.1972,0.010979,-0.014785,-0.0004008,-0.00024346,-0.10643,-0.0048201,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
JU1409,-0.00016671,-0.0004435,-8.4533e-05,-0.0002223,-0.027532,0.45869,-0.52474,-0.0053319,-0.0001411,-0.0026815,-2.0833,-0.16722,-3.9179e-05,-0.001948,-0.00076344,-0.00096951,0.001373,-0.35215,0.031299,-0.033711,-0.0081797,-0.00070128,-0.0040332,-0.19513,-0.017987,-0.00034909,0.00038856,-0.00022939,-0.00024682,-0.00011569,-0.076646,0.56898,-0.42994,-0.007788,-0.00020742,-0.0038774,-2.1609,-0.16562,-3.2972e-05,-0.001403,-0.00040654,-0.00070218,-0.17878,0.68866,-0.515,-0.012974,-0.00033589,-0.0064393,-2.6311,-0.22803,-0.00010301,-0.013511,-0.00016622,4.8798e-05,0.15326,0.019246,-0.017792,-0.0012303,-0.00057544,-0.40018,-0.0080063,0,0,-0.01003,-0.00039912,0.047671,0.0076369,-0.0087036,-0.0018268,-0.00013189,-0.00090569,-0.022666,-0.0045595,0,0,-0.014244,-0.00014793,1.4103e-05,0.16838,0.047047,-0.01404,-0.0010227,-0.00050558,-0.29049,-0.0084265,0,0,-0.01768,-0.00016482,2.2759e-05,0.1391,0.029777,-0.041268,-0.0015956,-0.0007695,-0.44748,-0.013217,0,0,0,0
JU1440,9.2562e-06,-0.00045484,-0.00011081,-0.00022679,-0.042593,0.24165,-0.15644,-0.0050236,-0.00011153,-0.0025406,-1.0804,-0.067299,-1.8254e-05,-0.003676,-0.0011493,-0.0018335,0.0022966,-0.68858,0.022469,-0.023601,-0.0035978,-0.00019702,-0.0017953,-0.090894,-0.012152,-0.00030652,0.081952,-0.0018455,-0.00032787,-0.00092433,-0.16163,0.25645,-0.14397,-0.0050806,-0.00011225,-0.0025586,-1.2199,-0.072446,-0.0059494,-0.0024197,-0.00062177,-0.0012104,-0.37318,0.23311,-0.39613,-0.0064273,-0.00016931,-0.0031892,-1.4436,-0.1139,-0.00018145,-9.223372036854776e+18,-0.00016964,0.00036337,9.223372036854776e+18,0.020669,-0.047397,-0.0012894,-0.0005944,-0.15724,-0.0096369,-0.04322,0.38133,-9.223372036854776e+18,-0.0010381,9.223372036854776e+18,0.0043245,-0.0022834,-0.00078907,-5.0083e-05,-0.00038209,-0.010856,-0.0023153,-0.52488,0.58156,-9.223372036854776e+18,-0.00055957,0.00066663,9.223372036854776e+18,0.016835,-0.020544,-0.00089964,-0.00039985,-0.16646,-0.0094249,-0.039608,0.43064,-9.223372036854776e+18,-0.00075143,0.00070501,9.223372036854776e+18,0.029316,-0.031206,-0.0013077,-0.00065178,-0.29097,-0.01172,-9.223372036854776e+18,-0.049594,0.37621,9.223372036854776e+18
JU1491,-0.00010949,-0.00044461,-0.00011245,-0.00022231,-0.022743,0.18581,-0.21135,-0.0040078,-0.00014252,-0.0020097,-0.45398,-0.067049,-8.4145e-06,-0.0031084,-0.00095352,-0.0015562,0.00025628,-0.24305,0.02936,-0.025795,-0.0065845,-0.0006569,-0.0033463,-0.089871,-0.019391,-0.00012784,0.043422,-0.00079757,-0.00020265,-0.00039844,-0.010512,0.18226,-0.2947,-0.0042833,-0.00012839,-0.0021457,-1.5996,-0.06661,-0.003596,-0.0015629,-0.00039098,-0.00078003,-0.042126,0.28751,-0.26641,-0.0083145,-0.00027359,-0.0041694,-0.70848,-0.11274,-9.9904e-06,-9.223372036854776e+18,-0.00018004,0.00026913,9.223372036854776e+18,0.019452,-0.01522,-0.0012348,-0.00061413,-0.15974,-0.0069856,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0010574,9.223372036854776e+18,0.010743,-0.0081716,-0.0034724,-0.00019281,-0.0017172,-0.026464,-0.0069977,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00048133,0.00053107,9.223372036854776e+18,0.010116,-0.030577,-0.00090626,-0.00045015,-0.15563,-0.0063111,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00085362,0.00056081,9.223372036854776e+18,0.038009,-0.031987,-0.0020974,-0.0010399,-0.2382,-0.015532,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
JU1530,-4.4987e-05,-0.00031809,-9.7054e-05,-0.00015983,-0.012432,0.1358,-0.11462,-0.003426,-8.1142e-05,-0.0017224,-0.82796,-0.046456,-1.2594e-05,-0.0024883,-0.0010477,-0.0012437,0.00033554,-0.14006,0.032437,-0.029381,-0.0057062,-0.00035183,-0.002806,-0.12317,-0.017032,-0.0002025,0.015913,-0.0007403,-0.00024224,-0.00037125,-0.012751,0.12773,-0.16271,-0.0039674,-0.00010243,-0.0019822,-0.51272,-0.048868,-0.00040117,-0.0017939,-0.00045131,-0.00089727,-0.028803,0.27463,-0.2137,-0.0056636,-0.00016082,-0.0028977,-1.2614,-0.088408,-3.157e-05,-9.223372036854776e+18,-0.00010417,0.00012081,9.223372036854776e+18,0.01011,-0.011719,-0.00066599,-0.00034824,-0.096307,-0.0043536,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00096935,9.223372036854776e+18,0.0051809,-0.0070684,-0.0014884,-0.00013246,-0.00074749,-0.017425,-0.005203,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00030686,0.00036498,9.223372036854776e+18,0.013141,-0.0095648,-0.00072424,-0.00038259,-0.1284,-0.0056151,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00050663,0.00034628,9.223372036854776e+18,0.028081,-0.017027,-0.0011885,-0.0006006,-0.17968,-0.0079512,0,-9.223372036854776e+18,9.223372036854776e+18,0
JU1543,7.2602e-06,-0.00056517,-0.00014973,-0.00028234,-0.038903,0.067677,-0.15398,-0.0043129,-0.00020281,-0.0021184,-0.42058,-0.036143,-2.086e-06,-0.0055516,-0.0017193,-0.0027707,0.0012451,-0.61103,0.0034166,-0.0042818,-0.0030811,-0.0007447,-0.0015245,-0.031719,-0.0013665,-0.00034247,0.019351,-0.0024374,-0.00031242,-0.0012178,-0.12897,0.29123,-0.068421,-0.00489,-0.00059552,-0.0024245,-1.2672,-0.042805,-0.0027232,-0.0035116,-0.00047416,-0.0017498,-0.20551,0.040799,-0.41213,-0.011068,-0.0007863,-0.0045177,-0.93744,-0.085011,8.1125e-06,-9.223372036854776e+18,-0.00019011,0.00022803,9.223372036854776e+18,0.009117,-0.017706,-0.00095698,-0.00047421,-0.10101,-0.006659,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.000469,9.223372036854776e+18,-0.00065832,-0.00229,-0.000679,-8.8768e-05,-0.00028006,-0.0056837,-0.00062713,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00035621,0.00022994,9.223372036854776e+18,0.013142,-0.0024675,-0.0009403,-0.0004724,-0.18151,-0.0065877,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00075212,0.0004774,9.223372036854776e+18,0.0035491,-0.026584,-0.0018483,-0.00095861,-0.17754,-0.015573,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
JU1568,-3.5351e-05,-0.00062195,0,-0.00031072,0.0023684,0.032444,-0.0039222,-0.0001042,9.1967e-05,-5.3963e-05,-0.06083,-0.0011483,5.3326e-06,-0.0047035,0,-0.0023463,-0.00049095,0.024691,0.0047761,0.0022523,0.00067455,0.00037044,0.0003216,-0.0087234,-0.0017654,-2.8249e-05,0.010164,-0.0017509,0,-0.00087471,0.011844,-0.0006019,0.0072708,3.8059e-05,0.00016899,2.7244e-05,-0.27498,0.0016486,0,-0.0030657,0,-0.0015322,0.026056,0.01549,-0.064046,0.0021934,0.00036042,0.0010418,0.2772,-0.017554,-2.4931e-05,-9.223372036854776e+18,-0.00044062,0.00072936,9.223372036854776e+18,0.00027804,0.0003482,0.00022487,1.4e-05,-0.018922,-0.0010455,0,0,-9.223372036854776e+18,-0.0028343,9.223372036854776e+18,0.0018259,-0.0013805,0.00067239,0.00023457,0.0003255,-0.0035244,-0.0014436,0,0,-9.223372036854776e+18,-0.0010859,0.0010618,9.223372036854776e+18,-0.00037896,-0.0032072,0.00055337,0.00027616,-0.0044869,0.00044029,0,0,-9.223372036854776e+18,-0.0019014,0.0016462,9.223372036854776e+18,0.013699,-0.0031629,0.0007113,0.0003851,-0.045849,-0.00060105,0,0,0,0
JU1580,-5.9445e-05,-0.00024829,-8.3864e-05,-0.00012331,-0.0087354,0.24402,-0.26458,-0.0036898,-0.00010813,-0.0017166,-1.2003,-0.089918,-1.4031e-05,-0.0011739,-0.00082079,-0.00055816,0.0019671,-0.18343,0.019691,-0.024546,-0.0037169,-0.0004476,-0.0018656,-0.070919,-0.011848,-6.3949e-05,0.042549,-0.0014057,-0.00017492,-0.00070285,-0.016853,0.38981,-0.30766,-0.0064347,-0.00016035,-0.0029965,-1.9022,-0.11983,-0.0022609,-0.0026194,-0.0004623,-0.0013129,-0.089016,0.37326,-0.31695,-0.0095574,-0.00026391,-0.0046632,-1.3738,-0.14575,-7.2819e-05,-0.10554,-0.00010864,0.00021248,0.64788,0.018247,-0.024907,-0.00041565,-0.00019592,-0.16941,-0.0063097,-9.223372036854776e+18,9.223372036854776e+18,-0.040965,-0.00044411,0.11648,0.0030095,-0.0051304,-0.0014717,-0.00011886,-0.00073177,-0.011818,-0.0024425,-9.223372036854776e+18,9.223372036854776e+18,-0.10126,-0.00025235,0.00026068,0.70888,0.014846,-0.021273,-0.0012307,-0.00054047,-0.27964,-0.0069561,-9.223372036854776e+18,9.223372036854776e+18,-0.091947,-0.00031458,0.00036509,0.58273,0.040927,-0.022137,-0.0011528,-0.0005492,-0.21206,-0.010726,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
JU1581,-5.5223e-05,-0.00028405,-0.00010688,-0.0001417,-0.033414,0.42735,-0.67049,-0.0090273,-0.00019028,-0.0041451,-1.4029,-0.23383,-2.6123e-05,-0.0033421,-0.001336,-0.0016653,0.0017163,-0.39323,0.02932,-0.021091,-0.0048521,-0.00024942,-0.002436,-0.11812,-0.011845,-0.00043991,0.017827,-0.00148,-0.0005125,-0.00073967,-0.22211,0.58265,-0.86314,-0.010689,-0.00028329,-0.0053336,-1.8495,-0.25775,-0.00054332,-0.0028715,-0.00087339,-0.0014388,-0.3441,0.84484,-0.78244,-0.014987,-0.00038396,-0.0076103,-2.1751,-0.36327,-0.00024282,-0.17679,-0.00010112,9.8426e-05,1.1265,0.017273,-0.049615,-0.0011781,-0.00056141,-0.34302,-0.012437,-9.223372036854776e+18,9.223372036854776e+18,-0.031689,-0.00050961,0.17384,0.0030813,-0.0053415,-0.001413,-0.00013784,-0.00070406,-0.012695,-0.0022135,-9.223372036854776e+18,9.223372036854776e+18,-0.16039,-0.00029034,0.000203,1.2138,0.033696,-0.018445,-0.0014681,-0.00074776,-0.38229,-0.010351,-9.223372036854776e+18,9.223372036854776e+18,-0.13028,-0.00033246,0.00017698,1.0345,0.045007,-0.038396,-0.0022286,-0.001113,-0.50391,-0.012004,0,-9.223372036854776e+18,9.223372036854776e+18,0
JU1586,5.2107e-05,-0.00032025,-8.478e-05,-0.00016002,-0.02549,0.42418,-0.55891,-0.0051325,-0.00014464,-0.0024337,-1.8959,-0.13061,-1.6166e-05,-0.00308,-0.00059024,-0.0015374,0.00039349,-0.41124,0.040007,-0.041979,-0.0073437,-0.00063178,-0.0036783,-0.17248,-0.022684,-0.0002944,0.00052125,-0.00093505,-0.00017041,-0.00046864,-0.083516,0.47925,-0.59243,-0.0050388,-0.00021423,-0.0025045,-2.6493,-0.13588,-1.6545e-06,-0.0025404,-0.00037124,-0.0012705,-0.16874,0.85012,-0.47652,-0.012253,-0.00063627,-0.0061224,-2.1903,-0.20874,-0.000149,-9.223372036854776e+18,-0.00026008,0.00023344,9.223372036854776e+18,0.024824,-0.013695,-0.00063599,-0.00032029,-0.27017,-0.0086706,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.001071,9.223372036854776e+18,0.0057474,-0.0035205,-0.0007566,-4.568e-05,-0.00037038,-0.012081,-0.0026797,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00054519,0.00043597,9.223372036854776e+18,0.024825,-0.014641,-0.00077636,-0.00039439,-0.26264,-0.0096253,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0010112,0.0007199,9.223372036854776e+18,0.02278,-0.045749,-0.0017127,-0.00084872,-0.2809,-0.017983,0,-9.223372036854776e+18,9.223372036854776e+18,0
JU1652,-2.8493e-05,-0.00033278,-0.00014019,-0.00016848,-0.050156,0.14396,-0.17994,-0.0050244,-0.00016955,-0.0024255,-1.3305,-0.048456,-1.9932e-05,-0.0013791,-0.0014536,-0.00066465,0.0019528,-0.58857,0.017555,-0.016277,-0.0054682,-0.00077965,-0.0027702,-0.061822,-0.0063001,-0.00027254,0.067974,-0.00040307,-0.00030375,-0.00020139,-0.068837,0.21976,-0.23375,-0.0068323,-0.00033772,-0.0033464,-1.2933,-0.064408,-0.0022123,-0.0010444,-0.00053836,-0.00052315,-0.21317,0.2583,-0.20777,-0.0089414,-0.00068757,-0.0045616,-1.3002,-0.077188,-0.0001353,-0.55968,-8.9467e-05,8.9122e-05,1.7818,0.0079178,-0.015758,-0.0015119,-0.00077877,-0.1808,-0.005532,-9.223372036854776e+18,9.223372036854776e+18,-0.12212,-0.00051216,0.28464,0.0025476,-0.0062114,-0.0018336,-0.0002715,-0.000903,-0.0099574,-0.0026894,-9.223372036854776e+18,9.223372036854776e+18,-0.4775,-0.00019077,0.00026127,1.8581,0.017429,-0.017943,-0.0015429,-0.00072446,-0.24414,-0.007273,-9.223372036854776e+18,9.223372036854776e+18,-0.40273,-0.00034359,0.00018557,1.28,0.016943,-0.02031,-0.0018172,-0.00089737,-0.19591,-0.010443,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
JU1793,-3.1052e-05,-0.00033164,-9.5821e-05,-0.00016591,-0.032421,0.15239,-0.13658,-0.0063251,-7.7195e-05,-0.0031951,-0.7792,-0.045354,-2.6805e-05,-0.002803,-0.0015872,-0.0014025,0.00032359,-0.81774,0.020334,-0.021385,-0.0032662,-0.00033438,-0.0016036,-0.064834,-0.0073409,-0.00058454,0.03997,-0.00069952,-0.00024703,-0.00035173,-0.087352,0.1583,-0.096207,-0.0067972,-0.00024865,-0.0033254,-0.82122,-0.037791,-0.0026652,-0.00098992,-0.00047961,-0.00049479,-0.18734,0.2798,-0.27876,-0.0065046,-0.0002888,-0.0034802,-1.2635,-0.11964,-8.1042e-05,-0.0058699,-8.8761e-05,4.8521e-05,0.031,0.006063,-0.024808,-0.0017256,-0.00089794,-0.141,-0.0083259,-4.611686018427388e+18,4.611686018427388e+18,-0.0058879,-0.00029569,0.015714,0.0063097,-0.0017008,-0.0012022,-0.00014241,-0.0005574,-0.013071,-0.0023503,-4.611686018427388e+18,4.611686018427388e+18,-0.0061493,-0.00017186,0.00017771,0.034587,0.014536,-0.011713,-0.0015713,-0.00077214,-0.26212,-0.0058934,-4.611686018427388e+18,4.611686018427388e+18,-0.0061037,-0.00021268,0.00032334,0.043093,0.050703,-0.025746,-0.001785,-0.00090329,-0.24951,-0.013575,-9.223372036854776e+18,-4.611686018427388e+18,4.611686018427388e+18,9.223372036854776e+18
JU1808,-9.8381e-05,-0.00075967,-0.00014229,-0.0003792,-0.05529,0.16576,-0.2359,-0.0063206,-0.00017326,-0.0031786,-0.74236,-0.07658,-3.1216e-05,-0.0057315,-0.001509,-0.0028676,0.0012651,-0.6782,0.010756,-0.018437,-0.0053265,-0.00066143,-0.0026718,-0.086698,-0.0092117,-0.00042519,0.16584,-0.0026767,-0.00035747,-0.0013366,-0.1724,0.22506,-0.24378,-0.0065024,-0.00033295,-0.0032662,-1.6375,-0.077647,-0.0053763,-0.003981,-0.00069839,-0.0019931,-0.32465,0.32968,-0.24378,-0.0092682,-0.00057333,-0.0045036,-1.4823,-0.1335,-0.00019382,-9.223372036854776e+18,-0.00035341,0.00010131,9.223372036854776e+18,0.012588,-0.014367,-0.00081597,-0.0004337,-0.19741,-0.0071056,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.001828,9.223372036854776e+18,0.0033407,-0.0019238,-0.00089628,-4.7622e-05,-0.00041922,-0.0085355,-0.0023255,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00089942,0.00045916,9.223372036854776e+18,0.012545,-0.0096275,-0.00077954,-0.00043498,-0.28417,-0.0068361,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0011249,0.00060513,9.223372036854776e+18,0.024408,-0.029594,-0.0015396,-0.000618,-0.24886,-0.010595,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
JU1896,-3.0074e-05,-0.0003252,-9.7091e-05,-0.00016289,-0.021201,0.5617,-0.31875,-0.0063276,-0.00020767,-0.0031659,-1.716,-0.13041,-1.1356e-05,-0.0019986,-0.00095272,-0.00099833,0.00074096,-0.39491,0.03927,-0.02984,-0.0062338,-0.00059955,-0.0030949,-0.099416,-0.019287,-0.00018089,0.013133,-0.00053486,-0.00026106,-0.0002698,-0.04297,0.42404,-0.7197,-0.0062033,-0.00020508,-0.0030783,-2.4273,-0.16634,-0.00045415,-0.0013601,-0.00054112,-0.00067974,-0.12142,0.68301,-0.46667,-0.0083052,-0.00040433,-0.0041645,-1.4608,-0.18475,-1.7452e-05,-9.223372036854776e+18,-0.00026984,0.00019696,9.223372036854776e+18,0.031597,-0.011563,-0.0014282,-0.00062384,-0.25959,-0.0069026,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0011596,9.223372036854776e+18,0.0077142,-0.0037086,-0.0024467,-8.2919e-05,-0.0011566,-0.015825,-0.0056388,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0005048,0.0004783,9.223372036854776e+18,0.017879,-0.01911,-0.0011595,-0.00055848,-0.3712,-0.008105,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0008014,0.00054282,9.223372036854776e+18,0.0080237,-0.049333,-0.0018616,-0.00086896,-0.29381,-0.011031,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
JU2001,-5.2965e-05,-0.00032698,-5.5272e-05,-0.00016331,-0.036037,0.24702,-0.20255,-0.0048233,-9.0997e-05,-0.002422,-1.6985,-0.060809,-2.6738e-05,-0.0029548,-0.00048649,-0.0014786,0.0024296,-0.44925,0.023452,-0.02182,-0.0049583,-0.00038698,-0.0024406,-0.069911,-0.010718,-0.00046194,-0.014986,-0.0016333,-0.00014257,-0.00081656,-0.12974,0.19076,-0.26416,-0.0051838,-0.00010218,-0.0025944,-1.7095,-0.057882,-0.0015754,-0.0030016,-0.00028687,-0.0015009,-0.30384,0.30637,-0.22616,-0.0078508,-0.00015522,-0.0036099,-1.2899,-0.099973,-0.00033405,-32.2877,-0.00011283,0.00020934,62.2848,0.038911,-0.010863,-0.00074403,-0.00030941,-0.32827,-0.0076329,-1.0686,3.1025,-15.4824,-0.00045514,42.0175,-0.00030351,-0.0054651,-0.00075515,-0.00010999,-0.00040747,-0.0067116,-0.0011288,-0.78672,2.7928,-25.5264,-0.00015617,0.00036109,54.0171,0.01991,-0.018899,-0.00089754,-0.00045009,-0.20666,-0.0066921,-0.93574,2.7566,-30.2607,-0.00034744,0.00019778,67.9113,0.014452,-0.039419,-0.0024773,-0.0012373,-0.19578,-0.012288,0,-1.1932,4.9863,0
